Facility ID,Excess Readmission Ratio,Number of Readmissions,Number of Discharges,Readmission Rate
30101,1.0249,19.0,96.0,19.791666666666664
30101,0.8973,17.0,170.0,10.0
30101,1.0289,21.0,159.0,13.20754716981132
30101,0.0,0.0,0.0,
30103,1.0681,12.0,187.0,6.417112299465241
30103,0.9706,181.0,919.0,19.69532100108814
30103,0.9382,19.0,128.0,14.84375
30103,0.9192,134.0,879.0,15.244596131968146
30103,1.0292,31.0,218.0,14.220183486238533
30103,1.0332,11.0,90.0,12.222222222222221
30105,0.0,0.0,0.0,
30105,0.9633,,0.0,
30105,0.9382,63.0,395.0,15.949367088607595
30105,1.0397,49.0,414.0,11.83574879227053
30105,1.2382,32.0,212.0,15.09433962264151
30105,0.0,0.0,0.0,
30107,0.0,0.0,0.0,
30107,0.0,0.0,0.0,
30107,0.0,0.0,0.0,
30107,0.6598,17.0,841.0,2.0214030915576697
30107,0.0,0.0,0.0,
30107,0.0,0.0,0.0,
30108,1.0543,,0.0,
30108,0.0,0.0,0.0,
30108,0.0,0.0,0.0,
30108,0.0,0.0,0.0,
30108,0.0,0.0,0.0,
30108,0.0,0.0,0.0,
30110,0.0,0.0,0.0,
30110,0.9725,30.0,165.0,18.181818181818183
30110,0.0,0.0,0.0,
30110,0.8791,,0.0,
30110,1.0258,49.0,304.0,16.11842105263158
30110,0.9941,11.0,73.0,15.068493150684931
30111,0.0,0.0,0.0,
30111,0.9763,15.0,84.0,17.857142857142858
30111,0.0,0.0,0.0,
30111,0.963,15.0,108.0,13.88888888888889
30111,0.0,0.0,0.0,
30111,0.9662,,0.0,
30112,1.643,25.0,326.0,7.668711656441718
30112,0.0,0.0,0.0,
30112,0.0,0.0,0.0,
30112,0.0,0.0,0.0,
30112,0.0,0.0,0.0,
30112,0.0,0.0,0.0,
30113,0.9999,,0.0,
30113,0.0,0.0,0.0,
30113,0.0,0.0,0.0,
30113,0.0,0.0,0.0,
30113,0.0,0.0,0.0,
30113,0.0,0.0,0.0,
30114,0.8966,,0.0,
30114,0.9465,31.0,278.0,11.151079136690647
30114,0.976,47.0,294.0,15.98639455782313
30114,0.9427,,0.0,
30114,1.0179,11.0,97.0,11.34020618556701
30114,0.0,0.0,0.0,
30115,0.0,0.0,0.0,
30115,0.9996,56.0,290.0,19.310344827586206
30115,1.0118,,0.0,
30115,0.9431,,0.0,
30115,1.0365,50.0,281.0,17.793594306049823
30115,0.9883,,0.0,
30117,0.0,0.0,0.0,
30117,0.9994,11.0,63.0,17.46031746031746
30117,0.9734,,0.0,
30117,0.0,0.0,0.0,
30117,0.9761,,0.0,
30117,0.0,0.0,0.0,
30119,0.9405,61.0,431.0,14.153132250580047
30119,1.0283,91.0,422.0,21.563981042654028
30119,0.9789,19.0,113.0,16.8141592920354
30119,0.9742,16.0,135.0,11.851851851851853
30119,0.86,,0.0,
30119,0.0,0.0,0.0,
30121,0.9295,22.0,160.0,13.750000000000002
30121,1.1436,,0.0,
30121,0.9716,,0.0,
30121,0.8738,,0.0,
30121,0.0,0.0,0.0,
30121,0.9756,26.0,196.0,13.26530612244898
30122,0.9251,13.0,105.0,12.380952380952381
30122,0.9953,,0.0,
30122,0.0,0.0,0.0,
30122,0.9268,50.0,333.0,15.015015015015015
30122,0.0,0.0,0.0,
30122,0.0,0.0,0.0,
30123,1.1642,15.0,219.0,6.8493150684931505
30123,1.052,77.0,374.0,20.588235294117645
30123,0.9751,,0.0,
30123,1.024,49.0,312.0,15.705128205128204
30123,1.1824,25.0,128.0,19.53125
30123,0.0,0.0,0.0,
30130,1.104,43.0,214.0,20.093457943925234
30130,0.0,0.0,0.0,
30130,0.9346,13.0,92.0,14.130434782608695
30130,1.0836,12.0,35.0,34.285714285714285
30130,0.0,0.0,0.0,
30130,0.0,0.0,0.0,
30131,0.6332,37.0,1655.0,2.2356495468277946
30131,0.0,0.0,0.0,
30131,0.0,0.0,0.0,
30131,0.0,0.0,0.0,
30131,0.0,0.0,0.0,
30131,0.0,0.0,0.0,
30134,0.0,0.0,0.0,
30134,0.0,0.0,0.0,
30134,0.0,0.0,0.0,
30134,1.0026,14.0,98.0,14.285714285714285
30134,0.9964,,0.0,
30134,0.0,0.0,0.0,
30136,0.0,0.0,0.0,
30136,0.0,0.0,0.0,
30136,0.0,0.0,0.0,
30136,0.0,0.0,0.0,
30136,0.0,0.0,0.0,
30136,0.0,0.0,0.0,
30138,0.0,0.0,0.0,
30138,0.0,0.0,0.0,
30138,0.0,0.0,0.0,
30138,0.0,0.0,0.0,
30138,0.0,0.0,0.0,
30138,0.0,0.0,0.0,
30139,0.0,0.0,0.0,
30139,1.0145,,0.0,
30139,0.0,0.0,0.0,
30139,0.0,0.0,0.0,
30139,0.9738,12.0,104.0,11.538461538461538
30139,1.0043,,0.0,
30146,1.1292,,0.0,
30146,1.0634,20.0,79.0,25.31645569620253
30146,0.0,0.0,0.0,
30146,1.0376,19.0,111.0,17.117117117117118
30146,0.0,0.0,0.0,
30146,0.0,0.0,0.0,
30147,0.0,0.0,0.0,
30147,1.0436,20.0,89.0,22.47191011235955
30147,1.0904,,0.0,
30147,1.0958,33.0,171.0,19.298245614035086
30147,0.0,0.0,0.0,
30147,0.0,0.0,0.0,
30148,0.0,0.0,0.0,
30148,0.9882,,0.0,
30148,0.0,0.0,0.0,
30148,1.044,20.0,126.0,15.873015873015872
30148,0.9635,13.0,96.0,13.541666666666666
30148,0.0,0.0,0.0,
30152,0.0,0.0,0.0,
30152,0.0,0.0,0.0,
30152,0.0,0.0,0.0,
30152,0.0,0.0,0.0,
30152,0.0,0.0,0.0,
30152,0.0,0.0,0.0,
30153,0.0,0.0,0.0,
30153,0.0,0.0,0.0,
30153,0.0,0.0,0.0,
30153,0.0,0.0,0.0,
30153,0.0,0.0,0.0,
30153,0.0,0.0,0.0,
30154,0.0,0.0,0.0,
30154,0.0,0.0,0.0,
30154,0.0,0.0,0.0,
30154,0.0,0.0,0.0,
30154,0.0,0.0,0.0,
30154,0.0,0.0,0.0,
40001,0.9982,,0.0,
40001,0.0,0.0,0.0,
40001,0.0,0.0,0.0,
40001,0.0,0.0,0.0,
40001,0.0,0.0,0.0,
40001,0.9968,,0.0,
40002,0.9916,,0.0,
40002,0.0,0.0,0.0,
40002,1.0142,,0.0,
40002,1.026,13.0,87.0,14.942528735632186
40002,0.0,0.0,0.0,
40002,0.0,0.0,0.0,
40004,0.8707,,0.0,
40004,0.8251,92.0,651.0,14.132104454685098
40004,0.8736,15.0,137.0,10.948905109489052
40004,0.9586,58.0,402.0,14.427860696517413
40004,0.8392,23.0,257.0,8.949416342412452
40004,0.9106,13.0,154.0,8.441558441558442
40007,0.0,0.0,0.0,
40007,1.0112,104.0,525.0,19.80952380952381
40007,1.0179,13.0,69.0,18.84057971014493
40007,1.1485,61.0,281.0,21.70818505338078
40007,0.9955,31.0,236.0,13.135593220338984
40007,0.8952,22.0,286.0,7.6923076923076925
40010,0.9731,62.0,423.0,14.657210401891252
40010,0.0,0.0,0.0,
40010,0.9256,68.0,402.0,16.91542288557214
40010,0.9445,20.0,130.0,15.384615384615385
40010,0.9663,19.0,192.0,9.895833333333332
40010,0.9716,,0.0,
40011,0.0,0.0,0.0,
40011,1.0002,18.0,102.0,17.647058823529413
40011,1.0423,,0.0,
40011,0.0,0.0,0.0,
40011,1.0507,26.0,141.0,18.439716312056735
40011,0.0,0.0,0.0,
40014,1.1311,103.0,514.0,20.038910505836576
40014,0.9981,,0.0,
40014,1.0977,67.0,289.0,23.18339100346021
40014,1.0055,20.0,146.0,13.698630136986301
40014,1.0387,80.0,390.0,20.51282051282051
40014,0.0,0.0,0.0,
40015,1.0536,14.0,74.0,18.91891891891892
40015,0.0,0.0,0.0,
40015,0.0,0.0,0.0,
40015,0.0,0.0,0.0,
40015,1.0265,,0.0,
40015,0.0,0.0,0.0,
40016,0.9265,,0.0,
40016,1.0117,15.0,75.0,20.0
40016,1.0919,14.0,65.0,21.53846153846154
40016,1.0281,61.0,324.0,18.82716049382716
40016,0.0,0.0,0.0,
40016,1.0034,59.0,276.0,21.3768115942029
40017,1.0014,,0.0,
40017,0.9357,,0.0,
40017,0.0,0.0,0.0,
40017,0.0,0.0,0.0,
40017,0.9885,30.0,228.0,13.157894736842104
40017,0.9592,,0.0,
40018,0.0,0.0,0.0,
40018,0.0,0.0,0.0,
40018,0.0,0.0,0.0,
40018,0.0,0.0,0.0,
40018,0.0,0.0,0.0,
40018,0.0,0.0,0.0,
40019,0.0,0.0,0.0,
40019,0.0,0.0,0.0,
40019,1.0202,,0.0,
40019,1.0111,,0.0,
40019,0.0,0.0,0.0,
40019,0.0,0.0,0.0,
40020,0.9556,71.0,478.0,14.853556485355648
40020,0.0,0.0,0.0,
40020,1.1021,96.0,412.0,23.300970873786408
40020,1.0367,36.0,237.0,15.18987341772152
40020,1.0563,83.0,400.0,20.75
40020,1.0753,16.0,123.0,13.008130081300814
40022,0.0,0.0,0.0,
40022,0.9856,50.0,257.0,19.45525291828794
40022,0.9612,21.0,125.0,16.8
40022,0.9982,34.0,252.0,13.492063492063492
40022,0.8058,22.0,278.0,7.913669064748201
40022,0.0,0.0,0.0,
40026,0.8569,,0.0,
40026,1.0658,27.0,121.0,22.31404958677686
40026,1.0642,138.0,659.0,20.94081942336874
40026,1.0032,82.0,526.0,15.5893536121673
40026,0.9883,30.0,256.0,11.71875
40026,1.0253,,0.0,
40027,1.0476,,0.0,
40027,0.9751,84.0,511.0,16.43835616438356
40027,1.1267,44.0,214.0,20.5607476635514
40027,1.0807,35.0,243.0,14.40329218106996
40027,1.253,18.0,69.0,26.08695652173913
40027,1.1221,74.0,422.0,17.535545023696685
40029,0.9897,70.0,450.0,15.555555555555555
40029,0.9622,45.0,257.0,17.509727626459142
40029,0.9897,14.0,91.0,15.384615384615385
40029,1.0241,,0.0,
40029,1.0473,18.0,118.0,15.254237288135593
40029,0.0,0.0,0.0,
40036,0.9563,31.0,202.0,15.346534653465346
40036,1.007,31.0,248.0,12.5
40036,0.9844,,0.0,
40036,1.0242,91.0,449.0,20.26726057906459
40036,0.9888,108.0,699.0,15.450643776824036
40036,1.0365,,0.0,
40039,0.0,0.0,0.0,
40039,0.0,0.0,0.0,
40039,1.0045,13.0,75.0,17.333333333333336
40039,0.9832,,0.0,
40039,1.0031,20.0,137.0,14.5985401459854
40039,0.9849,18.0,110.0,16.363636363636363
40041,0.9983,35.0,186.0,18.817204301075268
40041,0.9347,23.0,182.0,12.637362637362637
40041,0.9543,,0.0,
40041,1.0304,12.0,85.0,14.117647058823529
40041,0.0,0.0,0.0,
40041,0.969,,0.0,
40050,0.0,0.0,0.0,
40050,1.0796,13.0,54.0,24.074074074074073
40050,0.0,0.0,0.0,
40050,0.9983,,0.0,
40050,0.0,0.0,0.0,
40050,0.0,0.0,0.0,
40051,1.0583,22.0,107.0,20.5607476635514
40051,1.105,44.0,230.0,19.130434782608695
40051,0.0,0.0,0.0,
40051,0.0,0.0,0.0,
40051,0.0,0.0,0.0,
40051,1.0284,31.0,149.0,20.80536912751678
40055,1.0075,102.0,594.0,17.17171717171717
40055,1.1201,48.0,273.0,17.582417582417584
40055,1.0219,54.0,261.0,20.689655172413794
40055,1.0723,154.0,632.0,24.367088607594937
40055,1.0249,,0.0,
40055,0.0,0.0,0.0,
40062,1.0125,,0.0,
40062,0.7198,,0.0,
40062,1.1058,53.0,340.0,15.588235294117647
40062,1.0115,93.0,564.0,16.48936170212766
40062,1.0379,39.0,199.0,19.597989949748744
40062,1.001,115.0,601.0,19.13477537437604
40067,0.0,0.0,0.0,
40067,0.0,0.0,0.0,
40067,1.0158,,0.0,
40067,0.9906,,0.0,
40067,0.0,0.0,0.0,
40067,0.0,0.0,0.0,
40069,0.9611,,0.0,
40069,0.0,0.0,0.0,
40069,1.0469,14.0,66.0,21.21212121212121
40069,0.0,0.0,0.0,
40069,1.0446,,0.0,
40069,0.0,0.0,0.0,
40071,0.9037,,0.0,
40071,0.9569,21.0,144.0,14.583333333333334
40071,1.1494,51.0,227.0,22.46696035242291
40071,1.0221,73.0,352.0,20.738636363636363
40071,1.0492,25.0,149.0,16.778523489932887
40071,0.0,0.0,0.0,
40072,0.9555,,0.0,
40072,1.0561,13.0,51.0,25.49019607843137
40072,0.0,0.0,0.0,
40072,0.9914,,0.0,
40072,0.0,0.0,0.0,
40072,0.0,0.0,0.0,
40076,1.016,,0.0,
40076,0.0,0.0,0.0,
40076,0.0,0.0,0.0,
40076,0.0,0.0,0.0,
40076,0.0,0.0,0.0,
40076,0.0,0.0,0.0,
40078,1.0194,37.0,186.0,19.892473118279568
40078,0.9801,,0.0,
40078,1.2142,22.0,85.0,25.882352941176475
40078,0.9954,49.0,302.0,16.225165562913908
40078,1.0073,15.0,79.0,18.9873417721519
40078,1.212,,0.0,
40084,1.0788,31.0,166.0,18.67469879518072
40084,1.1177,,0.0,
40084,1.0249,,0.0,
40084,1.0009,15.0,91.0,16.483516483516482
40084,1.0588,30.0,129.0,23.25581395348837
40084,0.0,0.0,0.0,
40088,0.9094,23.0,165.0,13.939393939393941
40088,0.8993,15.0,169.0,8.875739644970414
40088,0.963,,0.0,
40088,0.0,0.0,0.0,
40088,0.9577,,0.0,
40088,1.0526,,0.0,
40114,0.9268,13.0,179.0,7.262569832402235
40114,0.9286,40.0,262.0,15.267175572519085
40114,1.025,129.0,802.0,16.084788029925186
40114,1.0675,148.0,690.0,21.44927536231884
40114,0.9635,33.0,283.0,11.66077738515901
40114,1.0488,,0.0,
40118,1.0886,145.0,680.0,21.323529411764707
40118,1.1099,31.0,196.0,15.816326530612246
40118,1.0521,28.0,142.0,19.718309859154928
40118,1.1011,111.0,597.0,18.592964824120603
40118,0.9801,,0.0,
40118,1.021,,0.0,
40119,0.9325,24.0,151.0,15.894039735099339
40119,0.9958,19.0,150.0,12.666666666666668
40119,1.0335,44.0,247.0,17.813765182186234
40119,0.9684,45.0,245.0,18.367346938775512
40119,0.7394,,0.0,
40119,0.0,0.0,0.0,
40132,0.0,0.0,0.0,
40132,0.0,0.0,0.0,
40132,0.0,0.0,0.0,
40132,0.0,0.0,0.0,
40132,0.0,0.0,0.0,
40132,0.0,0.0,0.0,
40134,0.9831,,0.0,
40134,1.0585,29.0,157.0,18.471337579617835
40134,0.9528,44.0,433.0,10.161662817551962
40134,1.0486,48.0,510.0,9.411764705882353
40134,0.9929,98.0,538.0,18.21561338289963
40134,0.0,0.0,0.0,
40137,0.9582,,0.0,
40137,0.0,0.0,0.0,
40137,0.975,,0.0,
40137,0.0,0.0,0.0,
40137,0.0,0.0,0.0,
40137,1.0114,12.0,72.0,16.666666666666664
40147,0.0,0.0,0.0,
40147,0.0,0.0,0.0,
40147,0.0,0.0,0.0,
40147,0.0,0.0,0.0,
40147,0.6373,44.0,2078.0,2.1174205967276225
40147,0.0,0.0,0.0,
40153,0.0,0.0,0.0,
40153,0.0,0.0,0.0,
40153,0.9617,,0.0,
40153,0.0,0.0,0.0,
40153,1.0349,,0.0,
40153,0.0,0.0,0.0,
40154,1.0118,14.0,75.0,18.666666666666668
40154,1.0321,43.0,250.0,17.2
40154,0.9407,,0.0,
40154,0.9201,,0.0,
40154,0.0,0.0,0.0,
40154,1.0435,43.0,199.0,21.608040201005025
40156,0.9821,,0.0,
40156,1.0412,,0.0,
40156,0.0,0.0,0.0,
40156,0.0,0.0,0.0,
40156,0.0,0.0,0.0,
40156,0.0,0.0,0.0,
40161,1.0158,,0.0,
40161,0.0,0.0,0.0,
40161,0.0,0.0,0.0,
40161,1.1344,30.0,98.0,30.612244897959183
40161,1.0137,14.0,80.0,17.5
40161,0.9879,,0.0,
40164,0.0,0.0,0.0,
40164,0.0,0.0,0.0,
40164,0.0,0.0,0.0,
40164,0.0,0.0,0.0,
40164,0.0,0.0,0.0,
40164,0.0,0.0,0.0,
50002,1.1869,,0.0,
50002,1.0693,28.0,112.0,25.0
50002,1.092,15.0,56.0,26.785714285714285
50002,0.0,0.0,0.0,
50002,1.0788,26.0,120.0,21.666666666666668
50002,1.0083,,0.0,
50006,0.8692,63.0,406.0,15.517241379310345
50006,0.8956,,0.0,
50006,0.8924,17.0,187.0,9.090909090909092
50006,1.016,,0.0,
50006,0.9283,53.0,374.0,14.171122994652407
50006,1.0119,18.0,83.0,21.686746987951807
50007,0.9492,,0.0,
50007,1.0458,,0.0,
50007,0.966,94.0,526.0,17.870722433460077
50007,0.9179,21.0,195.0,10.76923076923077
50007,0.9904,27.0,192.0,14.0625
50007,0.8405,,0.0,
50008,1.0329,,0.0,
50008,1.0519,17.0,71.0,23.943661971830984
50008,0.0,0.0,0.0,
50008,0.0,0.0,0.0,
50008,0.0,0.0,0.0,
50008,0.88,,0.0,
50009,0.9473,13.0,79.0,16.455696202531644
50009,1.1795,11.0,35.0,31.428571428571427
50009,0.9297,38.0,280.0,13.571428571428571
50009,1.0342,21.0,124.0,16.93548387096774
50009,0.9754,54.0,286.0,18.88111888111888
50009,0.0,0.0,0.0,
50013,0.9171,,0.0,
50013,0.9603,31.0,177.0,17.51412429378531
50013,0.9301,,0.0,
50013,0.9699,,0.0,
50013,0.9483,21.0,200.0,10.5
50013,1.0014,,0.0,
50014,0.939,,0.0,
50014,1.0997,,0.0,
50014,0.0,0.0,0.0,
50014,0.9718,20.0,129.0,15.503875968992247
50014,0.9328,16.0,161.0,9.937888198757763
50014,0.0,0.0,0.0,
50017,1.0644,100.0,469.0,21.321961620469082
50017,1.0146,16.0,71.0,22.535211267605636
50017,1.0215,70.0,491.0,14.25661914460285
50017,1.0378,14.0,107.0,13.084112149532709
50017,0.9789,,0.0,
50017,1.0598,44.0,225.0,19.555555555555557
50022,1.0601,71.0,278.0,25.539568345323744
50022,1.0766,21.0,73.0,28.767123287671232
50022,1.0538,,0.0,
50022,1.1755,,0.0,
50022,0.9801,55.0,303.0,18.151815181518153
50022,1.0411,31.0,175.0,17.71428571428571
50024,1.047,23.0,88.0,26.136363636363637
50024,1.0242,,0.0,
50024,0.0,0.0,0.0,
50024,0.0,0.0,0.0,
50024,1.0558,11.0,29.0,37.93103448275862
50024,1.0146,17.0,83.0,20.481927710843372
50025,1.1254,,0.0,
50025,1.0754,27.0,98.0,27.55102040816326
50025,1.006,106.0,558.0,18.996415770609318
50025,0.9746,12.0,111.0,10.81081081081081
50025,0.9671,106.0,553.0,19.168173598553345
50025,0.9201,27.0,243.0,11.11111111111111
50026,0.9687,96.0,500.0,19.2
50026,1.0229,58.0,269.0,21.561338289962826
50026,1.1759,36.0,176.0,20.454545454545457
50026,1.0845,,0.0,
50026,1.0219,89.0,512.0,17.3828125
50026,1.0561,,0.0,
50028,0.9732,,0.0,
50028,0.0,0.0,0.0,
50028,1.0498,18.0,92.0,19.565217391304348
50028,0.0,0.0,0.0,
50028,0.9624,,0.0,
50028,0.0,0.0,0.0,
50030,1.4919,234.0,796.0,29.396984924623116
50030,1.307,95.0,309.0,30.74433656957929
50030,1.2768,43.0,101.0,42.57425742574257
50030,1.1092,16.0,60.0,26.666666666666668
50030,0.0,0.0,0.0,
50030,1.0643,,0.0,
50036,0.9191,,0.0,
50036,1.0612,26.0,113.0,23.008849557522122
50036,0.0,0.0,0.0,
50036,1.075,80.0,334.0,23.952095808383234
50036,1.0037,38.0,220.0,17.272727272727273
50036,0.9966,20.0,146.0,13.698630136986301
50038,1.0397,97.0,536.0,18.097014925373134
50038,1.0105,139.0,663.0,20.96530920060332
50038,1.0233,27.0,128.0,21.09375
50038,1.1431,41.0,170.0,24.11764705882353
50038,1.0889,,0.0,
50038,1.2307,,0.0,
50039,1.2053,210.0,1011.0,20.77151335311573
50039,0.9601,13.0,135.0,9.62962962962963
50039,0.9294,36.0,926.0,3.8876889848812093
50039,1.1186,302.0,1364.0,22.14076246334311
50039,1.0728,122.0,617.0,19.773095623987032
50039,1.1522,77.0,448.0,17.1875
50040,0.0,0.0,0.0,
50040,1.0194,21.0,88.0,23.863636363636363
50040,0.0,0.0,0.0,
50040,0.0,0.0,0.0,
50040,0.0,0.0,0.0,
50040,0.9921,11.0,61.0,18.0327868852459
50042,0.9671,13.0,79.0,16.455696202531644
50042,0.0,0.0,0.0,
50042,1.0273,35.0,168.0,20.833333333333336
50042,0.0,0.0,0.0,
50042,1.0174,23.0,138.0,16.666666666666664
50042,0.0,0.0,0.0,
50043,0.9967,45.0,265.0,16.9811320754717
50043,0.9634,108.0,574.0,18.81533101045296
50043,1.0435,21.0,92.0,22.82608695652174
50043,0.9353,43.0,340.0,12.647058823529411
50043,0.8864,,0.0,
50043,1.1646,,0.0,
50045,0.9819,,0.0,
50045,0.0,0.0,0.0,
50045,1.0114,45.0,278.0,16.18705035971223
50045,0.0,0.0,0.0,
50045,1.0436,43.0,200.0,21.5
50045,0.0,0.0,0.0,
50047,1.1239,40.0,179.0,22.3463687150838
50047,1.004,94.0,473.0,19.873150105708245
50047,0.9641,,0.0,
50047,1.0825,33.0,189.0,17.46031746031746
50047,0.9748,,0.0,
50047,0.0,0.0,0.0,
50054,0.9582,,0.0,
50054,0.0,0.0,0.0,
50054,0.0,0.0,0.0,
50054,0.9313,,0.0,
50054,0.9159,,0.0,
50054,0.0,0.0,0.0,
50055,1.0246,35.0,176.0,19.886363636363637
50055,1.0221,12.0,54.0,22.22222222222222
50055,0.0,0.0,0.0,
50055,0.0,0.0,0.0,
50055,0.7287,,0.0,
50055,1.0046,18.0,123.0,14.634146341463413
50056,1.0944,37.0,152.0,24.342105263157894
50056,1.046,,0.0,
50056,0.0,0.0,0.0,
50056,0.9671,,0.0,
50056,1.0595,64.0,330.0,19.393939393939394
50056,1.1002,17.0,90.0,18.88888888888889
50057,0.9895,141.0,683.0,20.644216691068813
50057,0.8884,27.0,264.0,10.227272727272728
50057,1.0244,,0.0,
50057,1.0542,16.0,133.0,12.030075187969924
50057,1.0073,34.0,181.0,18.784530386740332
50057,0.9575,88.0,589.0,14.94057724957555
50058,1.079,71.0,333.0,21.32132132132132
50058,0.9254,,0.0,
50058,0.9615,,0.0,
50058,1.0901,76.0,297.0,25.589225589225588
50058,0.0,0.0,0.0,
50058,1.026,19.0,108.0,17.59259259259259
50060,1.0624,125.0,564.0,22.163120567375884
50060,1.0698,37.0,155.0,23.870967741935484
50060,1.0228,34.0,225.0,15.11111111111111
50060,0.9624,33.0,310.0,10.64516129032258
50060,0.9742,59.0,376.0,15.691489361702127
50060,0.0,0.0,0.0,
50063,0.9895,15.0,77.0,19.480519480519483
50063,0.0,0.0,0.0,
50063,1.1569,70.0,277.0,25.27075812274368
50063,0.9736,13.0,95.0,13.684210526315791
50063,1.0285,55.0,250.0,22.0
50063,0.8287,,0.0,
50067,1.0037,,0.0,
50067,1.0266,,0.0,
50067,0.0,0.0,0.0,
50067,0.0,0.0,0.0,
50067,0.0,0.0,0.0,
50067,0.0,0.0,0.0,
50069,0.0,0.0,0.0,
50069,1.0348,15.0,64.0,23.4375
50069,0.963,,0.0,
50069,1.0083,74.0,370.0,20.0
50069,0.9165,53.0,381.0,13.910761154855644
50069,0.9692,18.0,142.0,12.676056338028168
50070,0.0,0.0,0.0,
50070,0.0,0.0,0.0,
50070,0.0,0.0,0.0,
50070,0.0,0.0,0.0,
50070,0.0,0.0,0.0,
50070,0.0,0.0,0.0,
50071,0.0,0.0,0.0,
50071,1.0486,,0.0,
50071,0.0,0.0,0.0,
50071,0.0,0.0,0.0,
50071,0.0,0.0,0.0,
50071,0.9924,,0.0,
50072,0.0,0.0,0.0,
50072,0.0,0.0,0.0,
50072,0.0,0.0,0.0,
50072,0.0,0.0,0.0,
50072,0.0,0.0,0.0,
50072,0.0,0.0,0.0,
50073,0.0,0.0,0.0,
50073,0.0,0.0,0.0,
50073,0.0,0.0,0.0,
50073,0.0,0.0,0.0,
50073,0.992,,0.0,
50073,0.0,0.0,0.0,
50075,0.968,14.0,95.0,14.736842105263156
50075,1.0776,32.0,125.0,25.6
50075,1.0859,21.0,71.0,29.577464788732392
50075,1.017,,0.0,
50075,0.0,0.0,0.0,
50075,0.0,0.0,0.0,
50076,0.0,0.0,0.0,
50076,0.0,0.0,0.0,
50076,0.0,0.0,0.0,
50076,0.0,0.0,0.0,
50076,0.0,0.0,0.0,
50076,0.0,0.0,0.0,
50077,1.0298,47.0,247.0,19.02834008097166
50077,0.9426,,0.0,
50077,1.0644,26.0,98.0,26.53061224489796
50077,1.0008,,0.0,
50077,0.9867,,0.0,
50077,0.9678,66.0,324.0,20.37037037037037
50078,0.0,0.0,0.0,
50078,0.9608,,0.0,
50078,0.0,0.0,0.0,
50078,0.0,0.0,0.0,
50078,0.9652,15.0,95.0,15.789473684210526
50078,1.0133,18.0,99.0,18.181818181818183
50082,0.9888,136.0,663.0,20.51282051282051
50082,0.8898,14.0,129.0,10.852713178294573
50082,0.9793,41.0,268.0,15.298507462686567
50082,1.0181,,0.0,
50082,1.0081,,0.0,
50082,1.0363,105.0,589.0,17.826825127334462
50084,1.0578,90.0,393.0,22.900763358778626
50084,0.886,,0.0,
50084,1.0882,15.0,103.0,14.563106796116504
50084,0.0,0.0,0.0,
50084,1.0054,50.0,277.0,18.050541516245488
50084,0.9712,31.0,230.0,13.478260869565217
50089,1.0046,,0.0,
50089,0.0,0.0,0.0,
50089,0.0,0.0,0.0,
50089,0.0,0.0,0.0,
50089,0.0,0.0,0.0,
50089,1.01,,0.0,
50090,0.0,0.0,0.0,
50090,1.0041,,0.0,
50090,0.9912,,0.0,
50090,0.0,0.0,0.0,
50090,1.0168,,0.0,
50090,0.0,0.0,0.0,
50091,0.9999,17.0,78.0,21.794871794871796
50091,0.0,0.0,0.0,
50091,0.0,0.0,0.0,
50091,0.0,0.0,0.0,
50091,1.0814,20.0,71.0,28.169014084507044
50091,0.0,0.0,0.0,
50093,1.071,80.0,373.0,21.447721179624665
50093,0.9676,11.0,106.0,10.377358490566039
50093,1.1191,148.0,822.0,18.004866180048662
50093,1.0509,49.0,320.0,15.312500000000002
50093,1.1038,198.0,886.0,22.34762979683973
50093,1.024,,0.0,
50099,0.9319,53.0,388.0,13.65979381443299
50099,0.992,58.0,312.0,18.58974358974359
50099,0.9994,,0.0,
50099,0.872,18.0,192.0,9.375
50099,0.9128,,0.0,
50099,0.0,0.0,0.0,
50100,0.9612,,0.0,
50100,1.0067,28.0,140.0,20.0
50100,1.0827,,0.0,
50100,0.9477,74.0,433.0,17.090069284064665
50100,0.9616,57.0,394.0,14.467005076142131
50100,1.0992,31.0,184.0,16.847826086956523
50101,0.9616,18.0,131.0,13.740458015267176
50101,1.0118,13.0,67.0,19.402985074626866
50101,0.944,23.0,149.0,15.436241610738255
50101,0.0,0.0,0.0,
50101,0.0,0.0,0.0,
50101,0.774,,0.0,
50102,0.0,0.0,0.0,
50102,0.0,0.0,0.0,
50102,1.0965,26.0,81.0,32.098765432098766
50102,1.0044,,0.0,
50102,1.0292,32.0,160.0,20.0
50102,0.0,0.0,0.0,
50103,1.0355,46.0,192.0,23.958333333333336
50103,0.0,0.0,0.0,
50103,1.0194,11.0,57.0,19.298245614035086
50103,0.0,0.0,0.0,
50103,1.0835,23.0,90.0,25.555555555555554
50103,0.984,,0.0,
50104,0.0,0.0,0.0,
50104,0.0,0.0,0.0,
50104,1.1235,44.0,151.0,29.13907284768212
50104,0.9601,,0.0,
50104,0.9983,31.0,157.0,19.745222929936308
50104,0.0,0.0,0.0,
50107,1.0365,65.0,400.0,16.25
50107,1.1167,119.0,523.0,22.753346080305928
50107,0.9893,27.0,162.0,16.666666666666664
50107,1.0534,30.0,209.0,14.354066985645932
50107,1.0923,11.0,74.0,14.864864864864865
50107,0.8363,12.0,404.0,2.9702970297029703
50108,1.0942,30.0,126.0,23.809523809523807
50108,1.073,42.0,321.0,13.084112149532709
50108,0.9529,40.0,280.0,14.285714285714285
